Gard ID,identifiers,Number of Matches,QID,Match Gard ID
679,,0,,
8313,,0,,
9974,UMLS:C1332614,1,Q18556357 | ,True
5813,UMLS:C0345907,1,Q18555157 | ,True
5814,,0,,
683,UMLS:C0392662,1,Q2558586 | ,True
5816,OMIM:106210 | ORPHANET:77 | UMLS:C0003076,1,Q548719 | ,True
689,ORPHANET:1067,1,Q55785318 | ,False
685,OMIM:106220 | ORPHANET:1069 | UMLS:C1862868,1,Q55780324 | ,True
690,OMIM:206750 | ORPHANET:1064 | UMLS:C1859782,1,Q4765258 | ,False
693,,0,,
696,OMIM:106250 | UMLS:C1302999,1,Q55780326 | ,False
697,ORPHANET:1074,1,Q55785320 | ,True
842,OMIM:106400 | ORPHANET:2206 | UMLS:C2931581,1,Q742762 | ,False
701,OMIM:157950 | ORPHANET:1077,1,Q18554358 | ,True
13294,,0,,
12676,ORPHANET:254411,1,Q55786415 | ,True
704,,0,,
12674,ORPHANET:254424 | UMLS:C0406363,1,Q4769717 | ,True
705,OMIM:167750 | ORPHANET:675 | UMLS:C0149955,1,Q1601921 | ,True
5818,OMIM:206780 | ORPHANET:99797 | UMLS:C0399352,2,Q771310 | Q1549421 | ,
10146,OMIM:610338 | UMLS:C1835910,1,Q55783741 | ,True
12930,ORPHANET:79143,1,Q22443772 | ,True
708,OMIM:106900 | UMLS:C1862843,1,Q55780331 | ,True
709,OMIM:607214 | UMLS:C1846617,1,Q55783489 | ,True
711,OMIM:106990 | UMLS:C1862842,1,Q55780332 | ,True
4083,OMIM:106995 | ORPHANET:1487 | UMLS:C1862841,1,Q5167190 | ,True
715,,0,,
716,,0,,
717,,0,,
719,OMIM:600776 | ORPHANET:1104 | UMLS:C1833339,1,Q55782871 | ,True
722,OMIM:206920 | ORPHANET:1106 | UMLS:C0599973,1,Q32136526 | ,False
5819,ORPHANET:325124,1,Q567694 | ,True
725,,0,,
4570,OMIM:178200 | ORPHANET:2987 | UMLS:C1867439,1,Q29982055 | ,True
9790,,0,,
728,,0,,
10025,OMIM:107250 | ORPHANET:88632,1,Q3108583 | ,True
9653,UMLS:C2931608,0,,
10941,ORPHANET:280886,1,Q3154357 | ,True
8157,,0,,
730,,0,,
13457,,0,,
731,OMIM:262850 | UMLS:C2752081,1,Q27164414 | ,False
732,,0,,
5824,OMIM:107320 | ORPHANET:80,2,Q5786759 | Q582207 | ,
735,ORPHANET:81 | UMLS:C2609059,1,Q4775326 | ,True
5826,ORPHANET:83 | OMIM:201750 | OMIM:207410,2,Q55998509 | Q585011 | ,
8460,UMLS:C0751730,0,,
738,UMLS:C2931610,1,Q55785913 | ,False
9876,OMIM:132900 | UMLS:C1851504,1,Q3616648 | ,False
739,OMIM:107500 | UMLS:C1862682 | ORPHANET:1110,1,Q55780338 | ,False
740,UMLS:C0152419,1,Q6056643 | ,True
741,ORPHANET:1132,1,Q55785350 | ,False
5828,OMIM:120000,1,Q616066 | ,True
742,,0,,
5830,UMLS:C0003507,1,Q531019 | ,True
744,,0,,
745,,0,,
13737,ORPHANET:280763,5,Q32143133 | Q32143094 | Q32143154 | Q32143147 | Q55345994 | ,
5833,OMIM:101200 | ORPHANET:87,2,Q1786496 | Q618246 | ,
748,OMIM:600384 | UMLS:C1838161,1,Q55782852 | ,True
5834,UMLS:C0038363,1,Q189956 | ,True
5835,OMIM:107600 | ORPHANET:1114,1,Q1424491 | ,True
753,OMIM:207731 | ORPHANET:1116 | UMLS:C1859753,1,Q29982078 | ,True
754,OMIM:600360 | ORPHANET:1115 | UMLS:C1838206,1,Q55782851 | ,True
756,,0,,
5836,OMIM:609135 | ORPHANET:88,1,Q846316 | ,True
758,,0,,
12138,,0,,
759,OMIM:207750,1,Q55998523 | ,False
433,OMIM:218030 | UMLS:C2936861,1,Q2065747 | ,True
5838,,0,,
10278,UMLS:C0406409,0,,
12991,,0,,
10901,,0,,
8379,,0,,
764,ORPHANET:1130,1,Q55785349 | ,False
17,ORPHANET:2356 | OMIM:207790,1,Q624590 | ,True
5839,OMIM:182950 | ORPHANET:137817,2,Q55998482 | Q2669284 | ,
432,ORPHANET:3413,1,Q2859732 | ,True
8509,OMIM:207780 | ORPHANET:1133 | UMLS:C0342280,1,Q4653653 | ,True
9223,UMLS:C2931491,0,,
5840,OMIM:207800 | UMLS:C0268548 | ORPHANET:90,1,Q890367 | ,False
5843,OMIM:207900 | ORPHANET:23 | UMLS:C0268547,1,Q1654860 | ,True
8755,OMIM:603457 | ORPHANET:1135 | UMLS:C1863878,2,Q55783319 | Q56013701 | ,
366,UMLS:C2931492,0,,
365,OMIM:613546 | ORPHANET:91,1,Q4795506 | ,True
12494,ORPHANET:178345 | OMIM:139300,1,Q4795508 | , has more than one gard id
770,ORPHANET:35708 | OMIM:608643,1,Q30989658 | ,True
364,UMLS:C0265740,1,Q3502509 | ,True
5847,OMIM:107970 | UMLS:C0349788 | ORPHANET:247,2,Q2555727 | Q2852241 | ,
771,UMLS:C2931494,0,,
8380,OMIM:208000 | ORPHANET:51608 | UMLS:C1859727,1,Q9366868 | ,True
774,OMIM:208050 | ORPHANET:3342,1,Q4216194 | ,True
2084,ORPHANET:1899 | OMIM:130060 | UMLS:C0268345,1,Q55780542 | ,True
1553,OMIM:601701 | ORPHANET:3354 | UMLS:C1866427,1,Q448838 | ,False
779,,0,,
781,UMLS:C2931495,0,,
782,,0,,
783,UMLS:C1859709 | OMIM:259450,1,Q3508623 | ,False
777,ORPHANET:1037,1,Q55785297 | ,False
785,,0,,
790,OMIM:208100 | UMLS:C1859721,1,Q708165 | ,False
791,UMLS:C2931265,0,,
792,OMIM:208155 | ORPHANET:1150 | UMLS:C1859711,1,Q55781669 | ,False
8521,OMIM:301830 | ORPHANET:1145 | UMLS:C1844934,2,Q8041562 | Q55345741 | ,
9946,OMIM:610001 | UMLS:C1864939,1,Q55783716 | ,True
794,ORPHANET:2697 | UMLS:C1859722,1,Q4797658 | ,False
795,,0,,
1515,OMIM:301815 | ORPHANET:1484 | UMLS:C1844935,1,Q55782532 | ,False
784,OMIM:108200 | ORPHANET:1144 | UMLS:C1862471,1,Q18553375 | ,False
8756,OMIM:301835 | UMLS:C0796028 | ORPHANET:1187,1,Q11852863 | ,True
5614,OMIM:300419,1,Q55999515 | ,False
5852,,0,,
201,UMLS:C0339085 | OMIM:109900 | ORPHANET:1253,1,Q4803881 | ,True
5853,,0,,
5854,OMIM:208400 | ORPHANET:93,1,Q4412533 | ,True
5856,ORPHANET:1163 | UMLS:C0004030,1,Q259626 | ,True
9716,,0,,
5857,,0,,
581,UMLS:C2930890,0,,
9221,UMLS:C1364751,0,,
9222,,0,,
9220,UMLS:C1300228,0,,
10635,UMLS:C0334587,1,Q4811532 | ,True
944,OMIM:215470 | ORPHANET:1180 | UMLS:C1859093,1,Q55781749 | ,False
5862,OMIM:208900 | ORPHANET:100,1,Q387082 | ,True
9283,OMIM:208920 | ORPHANET:1168 | UMLS:C1859598,2,Q55345773 | Q18553452 | ,
12860,OMIM:606002 | ORPHANET:64753,2,Q55345782 | Q18553453 | ,
13112,OMIM:615217,2,Q26492776 | Q18553453 | ,
13111,OMIM:616267 | ORPHANET:459033,2,Q50364510 | Q55345892 | ,
8595,OMIM:277460 | ORPHANET:96 | UMLS:C1848533,1,Q2868792 | ,False
9287,OMIM:108720 | ORPHANET:1190 | UMLS:C0265283,2,Q49970049 | Q18553377 | ,
8329,OMIM:256050 | ORPHANET:56304,2,Q18553377 | Q2870197 | ,
10608,OMIM:108721 | ORPHANET:56305,1,Q18553377 | ,False
8333,OMIM:601536 | ORPHANET:69739,1,Q18553396 | ,False
5863,UMLS:C0004158,1,Q755524 | ,True
3537,OMIM:300431 | ORPHANET:1193,1,Q49988980 | ,True
9219,,0,,
9595,OMIM:209300 | ORPHANET:1195,1,Q1437472 | ,True
140,UMLS:C0266172,1,Q55998645 | ,False
139,OMIM:255960 | ORPHANET:615,2,Q4817544 | Q589612 | ,
10697,UMLS:C2063331,0,,
10695,OMIM:108800 | ORPHANET:99106 | UMLS:C0741296,3,Q27674816 | Q55789370 | Q757749 | ,
10696,UMLS:C0344730 | ORPHANET:99105,1,Q7525206 | ,True
802,UMLS:C0344783,0,,
12675,ORPHANET:254449 | UMLS:C0023647 | ICD 10:L43.8,3,Q4817690 | Q4769717 | Q6553464 | ,
5866,UMLS:C0263411,0,,
9744,OMIM:209700 | UMLS:C0263429,1,Q16835166 | ,False
8532,OMIM:175100 | ORPHANET:220460 | UMLS:C2674616,3,Q1702335 | Q4818237 | Q61913421 | ,
12503,ORPHANET:309252 | OMIM:610539,1,Q32145296 | ,False
8702,OMIM:235400 | ORPHANET:2134 | UMLS:C2931788,9,Q56002380 | Q55998616 | Q17165460 | Q56002384 | Q56002382 | Q162266 | Q56003147 | Q56002389 | Q56002387 | ,
9185,OMIM:209950 | UMLS:C0694566,1,Q55781684 | ,False
4694,ORPHANET:3095 | UMLS:C2748910,1,Q56014032 | ,True
11910,ORPHANET:79474,1,Q55788611 | ,True
9274,OMIM:609129 | UMLS:C1852271,1,Q28024508 | ,False
9218,OMIM:109050 | ORPHANET:1219,1,Q55950182 | ,False
9798,OMIM:602483 | ORPHANET:137888 | UMLS:C1865295,1,Q29014971 | ,True
8663,OMIM:109000 | ORPHANET:114 | UMLS:C1862381,1,Q55780358 | ,True
435,ORPHANET:1995 | UMLS:C2931789,1,Q55785899 | ,False
10303,ORPHANET:137911,1,Q55785384 | ,True
11917,,0,,
11979,,0,,
8689,UMLS:C0341305,1,Q17130915 | ,True
12063,,0,,
5870,OMIM:205700 | ORPHANET:98375,1,Q28814 | ,True
5871,OMIM:109100 | UMLS:C0241910,3,Q192360 | Q786844 | Q8084905 | ,
8582,,0,,
8686,OMIM:601859 | ORPHANET:3261,2,Q19000826 | Q1151300 | ,
12316,ORPHANET:436159 | OMIM:616100,1,Q55784850 | ,True
9519,UMLS:C1608389,0,,
9461,UMLS:C0878654,0,,
10911,ORPHANET:103919,1,Q2267451 | ,True
8466,OMIM:240300 | ORPHANET:3453 | UMLS:C0085859,1,Q4347774 | ,False
7611,OMIM:269200 | ORPHANET:3143 | UMLS:C0085860,2,Q675311 | Q4117241 | ,
10980,ORPHANET:227982,1,Q19595987 | ,False
9139,UMLS:C1260879,0,,
7499,OMIM:610910 | ORPHANET:747,1,Q55783778 | ,True
12034,,0,,
624,OMIM:104200 | UMLS:C2931253 | ORPHANET:63,2,Q27677594 | Q1331116 | ,
3967,OMIM:114030 | ORPHANET:2678,1,Q55780397 | ,True
12719,OMIM:160150 | ORPHANET:169189,1,Q782958 | ,False
4346,,0,,
12372,OMIM:604121 | ORPHANET:314404,1,Q21097765 | ,True
12447,OMIM:610100 | ORPHANET:401964,1,Q30989381 | ,False
10036,OMIM:100820 | UMLS:C1863416,1,Q671758 | ,True
4732,OMIM:124480 | UMLS:C2931049 | ORPHANET:79499,1,Q55780470 | ,True
6800,OMIM:147060 | ORPHANET:2314,1,Q2336873 | ,False
13136,OMIM:616083,1,Q50349634 | ,False
13539,,0,,
13584,OMIM:617752,1,Q53660486 | ,False
12436,ORPHANET:90114,1,Q3281252 | ,False
12437,ORPHANET:100043 | OMIM:606483,1,Q27677665 | ,False
12438,OMIM:606482 | ORPHANET:100044,1,Q27677659 | ,False
12439,ORPHANET:100045 | OMIM:608323,1,Q27677662 | ,False
9207,ORPHANET:100046 | OMIM:607791 | UMLS:C2930893,1,Q27677663 | ,False
12011,ORPHANET:93114 | OMIM:614455,1,Q27677669 | ,False
9206,UMLS:C2930892 | ORPHANET:352670 | OMIM:615185,1,Q27677670 | ,False
10587,ORPHANET:99027 | OMIM:169500 | UMLS:C1868512,1,Q28065590 | ,False
13058,OMIM:178110 | ORPHANET:65743,2,Q18553375 | Q16889762 | ,
1222,ORPHANET:228343 | OMIM:162350 | UMLS:C1834207,1,Q32140515 | ,False
11918,OMIM:600513 | ORPHANET:98784,3,Q55762556 | Q28024501 | Q3589157 | ,
12107,ORPHANET:178469,1,Q19587382 | ,True
10203,ORPHANET:67036 | OMIM:165300 | UMLS:C1833809,2,Q55345670 | Q18556970 | ,
5243,UMLS:C2931235 | OMIM:125250 | ORPHANET:1215,2,Q55345656 | Q55345901 | ,
604,OMIM:104100 | UMLS:C1863093 | ORPHANET:1010,1,Q55780305 | ,True
2257,OMIM:600512 | ORPHANET:101046,3,Q3589154 | Q28065551 | Q28065557 | ,
9145,OMIM:177735 | ORPHANET:171871 | UMLS:C1449842,1,Q32136465 | ,True
13519,OMIM:158600 | ORPHANET:209341,2,Q7577467 | Q55345667 | ,
13222,OMIM:615290,1,Q55345873 | ,False
10624,OMIM:184100 | ORPHANET:93284 | UMLS:C1866717,1,Q22965584 | ,True
10801,ORPHANET:34149,1,Q1916694 | ,True
7002,OMIM:174000 | UMLS:C1868139 | ORPHANET:88949,2,Q55788691 | Q1916694 | ,
13461,OMIM:613092,2,Q18553626 | Q56002461 | ,
10679,OMIM:162000 | UMLS:C1859040 | ORPHANET:88950,2,Q18553626 | Q55788692 | ,
5507,OMIM:193220 | ORPHANET:3086 | UMLS:C1860406,1,Q55345683 | ,False
625,OMIM:203780 | ORPHANET:88919,1,Q27677596 | ,True
12353,ORPHANET:324442 | OMIM:137200,1,Q18932745 | ,False
10301,ORPHANET:139455 | OMIM:611809,1,Q18553385 | ,False
12718,OMIM:255200  | ORPHANET:169186,1,Q56013752 | ,False
12448,ORPHANET:101097 | OMIM:607706,3,Q55783594 | Q27164475 | Q55999750 | ,
13016,ORPHANET:238569,1,Q56013846 | ,False
2816,OMIM:243700 | ORPHANET:169446 | UMLS:C1968689,4,Q18018535 | Q2336873 | Q24975507 | Q55999878 | ,
13361,OMIM:617270,1,Q55785167 | ,False
12452,ORPHANET:268337,1,Q16662548 | ,True
12453,ORPHANET:217055 | OMIM:608340,1,Q27677664 | ,False
12454,ORPHANET:254334,1,Q27677667 | ,False
9642,OMIM:600116,1,Q21154041 | ,False
6845,OMIM:204300 | ORPHANET:228340,2,Q32140634 | Q9177591 | ,
9492,OMIM:609376 | UMLS:C2931470,1,Q27674902 | ,True
10971,OMIM:258650,1,Q55782171 | ,False
1139,OMIM:212360 | ORPHANET:1366 | UMLS:C1859316,1,Q55781720 | ,True
8378,OMIM:263200 | ORPHANET:731 | UMLS:C0085548,3,Q53660456 | Q3395618 | Q1044327 | ,
12117,ORPHANET:2512,1,Q60195166 | ,True
13041,OMIM:612304 | ORPHANET:745,1,Q55783890 | ,False
4552,OMIM:264350 | ORPHANET:171876 | UMLS:C1449843,2,Q32136465 | Q32136454 | ,
10992,ORPHANET:254343 | OMIM:613672,1,Q21097759 | ,False
13568,OMIM:615031 | ORPHANET:320385,1,Q32143120 | ,False
10294,ORPHANET:139485,1,Q55345821 | ,False
5701,OMIM:180500 | ORPHANET:782 | UMLS:C0265341 | OMIM:602482 | OMIM:601499,4,Q474994 | Q27677639 | Q27164456 | Q27677638 | ,
213,UMLS:C2931613,1,Q55785831 | ,True
8431,OMIM:109130 | UMLS:C1862372,1,Q4830452 | ,True
8720,OMIM:602271 | ORPHANET:168549 | UMLS:C1865695,1,Q55783257 | ,True
369,OMIM:303110 | ORPHANET:1435 | UMLS:C1844836,1,Q4831022 | ,True
8223,,0,,
5877,UMLS:C0079731,1,Q4833719 | ,True
9841,OMIM:607091 | ORPHANET:79332,1,Q60195110 | ,True
5878,ORPHANET:108,1,Q797668 | ,True
9289,OMIM:605838 | UMLS:C2931614,1,Q55783426 | ,True
5881,UMLS:C0085437,1,Q3678510 | ,True
9216,UMLS:C2931615,0,,
398,UMLS:C2931616,0,,
13442,OMIM:300986,1,Q55782521 | ,False
13259,OMIM:615485 | ORPHANET:322577,1,Q55784732 | ,False
808,UMLS:C2931659,0,,
809,ORPHANET:1223,1,Q3508616 | ,False
8576,OMIM:124100,1,Q805030 | ,False
1602,OMIM:218600 | ORPHANET:1225 | UMLS:C0265308,1,Q3508616 | ,True
414,OMIM:241850 | ORPHANET:1226 | UMLS:C1855794,1,Q4853488 | ,False
812,OMIM:210740 | ORPHANET:1227 | UMLS:C0342284,1,Q4855629 | ,True
813,OMIM:109300 | ORPHANET:1228 | UMLS:C1862319,1,Q55780362 | ,True
5887,OMIM:153480 | ORPHANET:109 | UMLS:C0265326,1,Q474254 | ,True
5888,UMLS:C0154307,0,,
8495,OMIM:601195 | ORPHANET:139507,1,Q4690019 | ,False
13219,ORPHANET:289539 | OMIM:614327,1,Q55784304 | ,False
815,OMIM:251290 | UMLS:C2931662,1,Q9390596 | ,False
817,OMIM:218650 | UMLS:C2931663,1,Q55781780 | ,False
5279,OMIM:243310 | UMLS:C1855722,1,Q18966102 | ,True
2911,OMIM:146255 | ORPHANET:2237 | UMLS:C1840333,1,Q2027515 | ,False
819,OMIM:209885 | ORPHANET:1231 | UMLS:C1319466,1,Q18616565 | ,True
6866,OMIM:209900 | ORPHANET:110,2,Q27674827 | Q1678281 | ,
820,OMIM:209900 | UMLS:C2936862 | ORPHANET:110,2,Q27674827 | Q1678281 | ,
10209,OMIM:209900 | UMLS:C1859568 | ORPHANET:110,2,Q27674827 | Q1678281 | ,
10210,ORPHANET:110 | OMIM:209900 | UMLS:C1859569,2,Q27674827 | Q1678281 | ,
10211,OMIM:209900 | UMLS:C1859570 | ORPHANET:110,2,Q27674827 | Q1678281 | ,
821,UMLS:C2936863,0,,
822,OMIM:209900 | UMLS:C1859564,2,Q27674827 | Q1678281 | ,
823,OMIM:209900 | UMLS:C2936864,2,Q27674827 | Q1678281 | ,
10204,OMIM:615983,1,Q27674831 | ,True
10205,OMIM:209900 | UMLS:C1858054,2,Q27674827 | Q1678281 | ,
10206,OMIM:209900 | UMLS:C1859565,2,Q27674827 | Q1678281 | ,
10207,OMIM:209900 | UMLS:C1859566,2,Q27674827 | Q1678281 | ,
10208,OMIM:209900 | UMLS:C1859567,2,Q27674827 | Q1678281 | ,
8427,OMIM:604571,2,Q18553590 | Q3508735 | ,
824,OMIM:209920 | ORPHANET:572 | UMLS:C2931418,2,Q3508735 | Q18557017 | ,
8371,UMLS:C0340177,1,Q2906693 | ,True
825,ORPHANET:2936,0,,
10664,,0,,
10509,OMIM:608709 | ORPHANET:79087,1,Q4863247 | ,True
5890,OMIM:302060 | ORPHANET:111 | UMLS:C0574083,1,Q928424 | ,True
5893,ORPHANET:112 | UMLS:C0004775 | OMIM:601678 | OMIM:241200 | OMIM:607364 | OMIM:602522 | OMIM:613090,6,Q27674850 | Q27674848 | Q27674852 | Q27674849 | Q790971 | Q27674847 | ,
830,OMIM:601678 | UMLS:C1866495,2,Q790971 | Q27674847 | ,
9658,OMIM:241200 | UMLS:C1855849,1,Q27674848 | ,False
9659,OMIM:607364 | ORPHANET:93605 | UMLS:C1846343,1,Q27674849 | ,True
10508,OMIM:602522 | ORPHANET:89938 | UMLS:C1865270,2,Q27674850 | Q56014318 | ,
9788,OMIM:604451 | UMLS:C1304297,1,Q18556260 | ,True
9303,OMIM:605462 | UMLS:C1854245,1,Q809758 | ,False
831,UMLS:C2931405,0,,
2354,UMLS:C0474964,0,,
833,UMLS:C2931577,0,,
8177,,0,,
835,UMLS:C2931578,1,Q55782123 | ,False
836,OMIM:601352 | ORPHANET:1948 | UMLS:C2931579,1,Q55783093 | ,False
12654,,0,,
838,ORPHANET:113 | OMIM:301845 | UMLS:C0346104,1,Q4875174 | ,True
841,UMLS:C0796008,0,,
332,ORPHANET:1555 | OMIM:123790 | UMLS:C1852406,1,Q4876717 | ,True
5900,ORPHANET:98895 | OMIM:300376 | UMLS:C0917713,1,Q2484592 | ,True
3856,OMIM:604919 | ORPHANET:64755 | UMLS:C1858042,1,Q813705 | ,True
5901,,0,,
3343,OMIM:130650 | ORPHANET:116 | UMLS:C0004903,1,Q521863 | ,True
9624,UMLS:C0334464,0,,
846,OMIM:209970 | ORPHANET:1237 | UMLS:C1859526,1,Q55781685 | ,True
848,OMIM:109650 | ORPHANET:117,1,Q911427 | ,True
849,OMIM:210000 | ORPHANET:1239 | UMLS:C0221061,1,Q814547 | ,True
5905,,0,,
5906,ORPHANET:2810,0,,
852,UMLS:C2930897,0,,
853,ORPHANET:100978,1,Q55785241 | ,True
8704,,0,,
855,,0,,
8649,,0,,
5909,OMIM:606798 | ORPHANET:93955,1,Q883863 | ,True
857,,0,,
2159,ORPHANET:1949 | ICD 10:G40.3,11,Q2356131 | Q4887956 | Q15975183 | Q4887955 | Q2895294 | Q3726905 | Q3625581 | Q19000992 | Q163905 | Q2346980 | Q1406803 | ,
1518,OMIM:607745 | ORPHANET:140927,1,Q4887955 | , has more than one gard id
1305,UMLS:C1859098 | OMIM:118700 | ORPHANET:1429,3,Q1076421 | Q55346113 | Q24977061 | ,
10776,,0,,
10777,,0,,
5915,OMIM:193007 | UMLS:C0155502,1,Q817310 | ,False
12185,ORPHANET:65682,2,Q3682587 | Q2449937 | ,
10028,OMIM:243300 | UMLS:C1855731,3,Q60195078 | Q3682587 | Q2449937 | ,
10029,OMIM:605479 | UMLS:C2608083,3,Q60195079 | Q3682587 | Q2449937 | ,
10287,OMIM:117100,1,Q488214 | ,False
10965,OMIM:614592,1,Q61335 | ,False
13339,,0,,
9948,,0,,
5109,UMLS:C2930899 | ORPHANET:1559,1,Q4892313 | ,True
8552,OMIM:210050 | UMLS:C1859519,1,Q55781687 | ,True
867,ORPHANET:133,1,Q684810 | ,False
182,OMIM:153700 | ORPHANET:1243,2,Q55950252 | Q830265 | ,
872,OMIM:203750 | ORPHANET:134,1,Q4897218 | ,True
5918,UMLS:C0085131,1,Q5513690 | ,False
12570,ORPHANET:329284 | OMIM:300894,1,Q32140749 | ,False
870,OMIM:600900 | UMLS:C2930900,0,,
871,ORPHANET:848 | OMIM:613985,2,Q56002774 | Q3616632 | ,
873,OMIM:158810 | ORPHANET:610 | UMLS:C1834674,1,Q831363 | ,True
2690,OMIM:142669 | ORPHANET:2114 | UMLS:C1840572,1,Q3042140 | ,False
878,UMLS:C2930902,0,,
971,OMIM:113400 | ORPHANET:1246,1,Q16944551 | , has more than one gard id
882,OMIM:210350 | UMLS:C0796190,1,Q51826234 | ,True
881,,0,,
13027,,0,,
10050,OMIM:210370 | ORPHANET:41751 | UMLS:C1859486,1,Q4904691 | ,True
884,OMIM:210400 | ORPHANET:2695 | UMLS:C0221363 | OMIM:109740 | OMIM:608980,4,Q55998535 | Q55950185 | Q42848169 | Q55783626 | ,
10595,OMIM:608980 | ORPHANET:217266 | UMLS:C2750433,1,Q55783626 | ,False
10783,ORPHANET:208444,1,Q30988929 | ,True
10784,ORPHANET:101070 | OMIM:606854,1,Q4907578 | ,True
10786,ORPHANET:208447,1,Q56003098 | ,True
10785,ORPHANET:208441,1,Q55999951 | ,True
6011,OMIM:300388 | ORPHANET:98889 | UMLS:C1845668,2,Q25324253 | Q55999513 | ,
885,,0,,
10046,OMIM:214950 | UMLS:C1858328,1,Q42863600 | ,False
9304,ORPHANET:70567,0,,
9229,OMIM:603003,1,Q2027937 | ,False
12010,ORPHANET:30391,1,Q659033 | ,True
887,,0,,
888,,0,,
8383,,0,,
5924,UMLS:C0750952,2,Q18558210 | Q18556397 | ,
892,,0,,
5925,,0,,
10237,OMIM:607483 | ORPHANET:65284 | UMLS:C1843807,1,Q864845 | ,False
894,OMIM:253260 | ORPHANET:79241,1,Q776026 | ,True
5926,OMIM:605808 | ORPHANET:179 | UMLS:C1853959,1,Q4916140 | ,True
10358,OMIM:612292 | UMLS:C2676770 | ORPHANET:166108,1,Q18553391 | ,True
2322,OMIM:135150 | ORPHANET:122,1,Q2532540 | ,True
897,OMIM:239800 | ORPHANET:2213 | UMLS:C0220742,1,Q18554800 | ,False
10347,,0,,
22,OMIM:262000 | ORPHANET:123 | UMLS:C0266006,1,Q4919794 | ,True
10470,UMLS:C1697878,1,Q55009181 | ,False
9305,,0,,
10556,UMLS:C1301363 | ORPHANET:86870,1,Q16240919 | ,True
5931,,0,,
304,OMIM:186580 | ORPHANET:90340 | UMLS:C1861303,1,Q441077 | ,True
12478,ORPHANET:36355 | OMIM:609821,1,Q28024510 | ,False
902,,0,,
4238,OMIM:110050 | UMLS:C0796197 | ORPHANET:1252,1,Q7141967 | ,True
5932,UMLS:C0005744,1,Q883850 | ,True
10892,ORPHANET:293642 | OMIM:249620 | OMIM:603736,3,Q8058422 | Q3961681 | Q55787025 | ,
905,OMIM:210745 | UMLS:C1859432 | ORPHANET:2057,1,Q55781693 | ,False
23,OMIM:110100 | ORPHANET:126 | UMLS:C2931135,1,Q18554819 | ,False
10213,OMIM:110100 | UMLS:C2931136 | ORPHANET:126,1,Q18554819 | ,False
912,OMIM:110150 | ORPHANET:1259 | UMLS:C1862259,1,Q55780371 | ,False
915,OMIM:210900 | ORPHANET:125,1,Q1469646 | ,True
916,OMIM:188700 | ORPHANET:2768,1,Q624398 | ,True
917,OMIM:303700 | ORPHANET:16 | UMLS:C0339537,1,Q18553394 | ,True
5939,OMIM:211000 | ORPHANET:94086 | UMLS:C0268478,1,Q503458 | ,True
5940,OMIM:112200 | ORPHANET:1059 | UMLS:C0346072,1,Q885574 | ,True
9731,UMLS:C2931137,0,,
918,OMIM:113477 | ORPHANET:1292 | UMLS:C1862082,1,Q22965406 | ,False
9261,UMLS:C0238115,1,Q535425 | ,True
10140,OMIM:605039 | ORPHANET:97297 | UMLS:C0796232,1,Q4938225 | ,True
